-51.75	64.18333	84	0.10734
-61.75	12.05	85	0.66863
144.73333	13.46667	86	0.16817
-90.51667	14.61667	87	0.39413
-2.53333	49.45	88	0.9685
-13.7	9.5	89	0.51915
-15.58333	11.85	90	0.77721
-58.15	6.8	91	0.72896
-72.33333	18.53333	92	0.35069
0	0	93	0.52749
-87.21667	14.1	94	0.21491
0	0	95	0.27335
19.08333	47.5	96	0.59228
-21.95	64.15	97	0.3028
77.2	28.6	98	0.88721
106.81667	-6.16667	99	0.13895
51.41667	35.7	100	0.00988
44.4	33.33333	101	0.19832
-6.23333	53.31667	102	0.19311
-4.48333	54.15	103	0.79404
35.23333	31.76667	104	0.58069
12.48333	41.9	105	0.6473
-76.8	18	106	0.53433
139.75	35.68333	107	0.863
-2.1	49.18333	108	0.67071
35.93333	31.95	109	0.07012
71.41667	51.16667	110	0.50599
36.81667	-1.28333	111	0.21944
169.53333	-0.88333	112	0.94146
21.16667	42.66667	113	0.11737
47.96667	29.36667	114	0.28348
74.6	42.86667	115	0.0488
102.6	17.96667	116	0.78601
24.1	56.95	117	0.45164
35.5	33.86667	118	0.44293
27.48333	-29.31667	119	0.75451
-10.8	6.3	120	0.97079
13.16667	32.88333	121	0.22014
9.51667	47.13333	122	0.48347
25.31667	54.68333	123	0.32149
6.11667	49.6	124	0.74763
0	0	125	0.69838
21.43333	42	126	0.59484
47.51667	-18.91667	127	0.33991
33.78333	-13.96667	128	0.00118
101.7	3.16667	129	0.48205
73.5	4.16667	130	0.47887
-8	12.65	131	0.01106
14.5	35.88333	132	0.68037
171.38333	7.1	133	0.67198
-15.96667	18.06667	134	0.8051
57.48333	-20.15	135	0.26106
-99.13333	19.43333	136	0.31928
28.85	47	137	0.33943
7.41667	43.73333	138	0.12406
106.91667	47.91667	139	0.98999
19.26667	42.43333	140	0.40955
-62.21667	16.7	141	0.63005
-6.81667	34.01667	142	0.20943
32.58333	-25.95	143	0.35101
96.15	16.8	144	0.74743
17.08333	-22.56667	145	0.4929
166.92087	-0.5477	146	0.39981
85.31667	27.71667	147	0.53343
4.91667	52.35	148	0.94455
166.45	-22.26667	149	0.84273
174.78333	-41.3	150	0.28794
-86.25	12.13333	151	0.91534
2.11667	13.51667	152	0.06287
7.53333	9.08333	153	0.77141
-169.91667	-19.01667	154	0.23683
167.96667	-29.05	155	0.81051
125.75	39.01667	156	0.46979
33.36667	35.18333	157	0.83167
145.75	15.2	158	0.15042
10.75	59.91667	159	0.47097
58.58333	23.61667	160	0.31371
73.05	33.68333	161	0.62928
134.63333	7.48333	162	0.48202
35.23333	31.76667	163	0.99408
-79.53333	8.96667	164	0.30126
147.18333	-9.45	165	0.28713
-57.66667	-25.26667	166	0.25514
-77.05	-12.05	167	0.62054
120.96667	14.6	168	0.62656
-130.08333	-25.06667	169	0.3792
21	52.25	170	0.61053
-9.13333	38.71667	171	0.0361
-66.11667	18.46667	172	0.00925
51.53333	25.28333	173	0.81996
15.28333	-4.25	174	0.38711
26.1	44.43333	175	0.75668
37.6	55.75	176	0.31286
30.05	-1.95	177	0.78691
-62.85	17.88333	178	0.29011
-5.71667	-15.93333	179	0.25741
-62.71667	17.3	180	0.62965
-61	14	181	0.57806
-63.0822	18.0731	182	0.17275
-56.18333	46.76667	183	0.69252
-61.21667	13.13333	184	0.34947
-171.76667	-13.81667	185	0.40958
12.41667	43.93333	186	0.50303
6.73333	0.33333	187	0.81926
46.7	24.65	188	0.24125
-17.63333	14.73333	189	0.65344
20.5	44.83333	190	0.29023
55.45	-4.61667	191	0.55496
-13.23333	8.48333	192	0.28273
103.85	1.28333	193	0.77225
-63.03333	18.01667	194	0.54905
17.11667	48.15	195	0.58399
14.51667	46.05	196	0.05938
159.95	-9.43333	197	0.80418
45.33333	2.06667	198	0.20453
44.05	9.55	199	0.68593
28.21667	-25.7	200	0.18338
-36.5	-54.28333	201	0.81506
126.98333	37.55	202	0.72203
31.61667	4.85	203	0.19263
-3.68333	40.4	204	0.63502
79.83333	6.91667	205	0.10914
32.53333	15.6	206	0.94931
-55.16667	5.83333	207	0.94789
15.63333	78.21667	208	0.89605
31.13333	-26.31667	209	0.23943
18.05	59.33333	210	0.2053
7.46667	46.91667	211	0.5257
36.3	33.5	212	0.81749
121.51667	25.03333	213	0.37805
68.76667	38.55	214	0.21822
39.28333	-6.8	215	0.16696
100.51667	13.75	216	0.78763
-16.56667	13.45	217	0.72125
125.6	-8.58333	218	0.98622
1.21667	6.11667	219	0.02888
-171.83333	-9.16667	220	0.37469
-175.2	-21.13333	221	0.27645
-61.51667	10.65	222	0.58384
10.18333	36.8	223	0.65742
32.86667	39.93333	224	0.0487
58.38333	37.95	225	0.13289
-71.13333	21.46667	226	0.2414
179.21667	-8.51667	227	0.10808
32.55	0.31667	228	0.93707
30.51667	50.43333	229	0.44593
54.36667	24.46667	230	0.79401
-0.08333	51.5	231	0.12046
-77	38.88333	232	0.26099
-56.16667	-34.85	233	0.51604
-77	38.88333	234	0.31309
-64.93333	18.35	235	0.89602
69.25	41.31667	236	0.62519
168.31667	-17.73333	237	0.2624
12.45	41.9	238	0.8439
-66.86667	10.48333	239	0.52124
105.85	21.03333	240	0.50183
-171.93333	-13.95	241	0.0492
-13.20333	27.15361	242	0.04694
44.2	15.35	243	0.31932
28.28333	-15.41667	244	0.42725
31.03333	-17.81667	245	0.26516
