-25.69	-58.02	60	0.54
-71.62	-30.84	35	0.46
119.34	-9.67	48	0.43
27.85	39.12	10	0.41
141.29	37.04	35	0.46
173.49	-40.14	164	0.42
116.94	-8.3	10	0.47
31.52	-10.39	10	0.45
152.67	-5.33	42	0.53
83.3	40.8	10	0.44
-79.8	-9.29	10	0.44
126.7	1.12	29	0.56
160.44	52.17	10	0.51
144.91	13.34	56	0.42
150.53	46.23	105	0.43
38.6	-8.36	10	0.47
-86.2	10.71	24	0.51
21.84	40.6	5	0.41
-74.43	9.05	53	0.57
-84.35	-40.98	10	0.46
112.54	-8.6	83	0.43
-94.17	15.21	35	0.51
-70.43	-19.67	67	0.46
35.53	35.81	10	0.44
35.51	35.89	10	0.47
128.88	26.26	10	0.5
128.93	26.24	10	0.5
148.72	-19.9	10	0.49
-173.39	-15.27	57	0.49
-112.06	40.73	9	0.4
122.07	19.97	10	0.5
-63.39	-26.91	570	0.53
125.12	11.35	123	0.47
-69.25	-20.2	100	0.48
35.54	35.79	10	0.42
71.42	36.71	171	0.42
96.01	3.59	60	0.48
72.16	37.42	188	0.41
128.26	2.69	55	0.49
71.84	37.37	121	0.41
-79.7	-44.44	10	0.49
-178.52	-30.89	100	0.48
-66.89	-23.12	241	0.41
-70.49	-33.89	109	0.48
128.86	-3.23	10	0.45
-177.9	-30.71	10	0.48
178.23	51.86	130	0.42
-69.53	-25.78	10	0.49
128.6	2.35	232	0.43
71.34	37.07	125	0.43
-176.5	-15.15	41	0.49
143.26	7.16	14	0.5
84.49	40.03	10	0.45
150.02	45.3	35	0.5
169.02	-17.99	225	0.48
-176.35	-30.39	31	0.6
141.17	25.3	181	0.43
-68	-29.25	107	0.49
92.96	12.02	38	0.43
19.56	41.51	5	0.41
126.83	0.29	38	0.5
149.43	-5.21	305	0.41
122.75	1.43	35	0.44
-66.7	-24.17	178	0.42
-73.21	-14.26	70	0.52
126.84	-2.94	10	0.45
119.24	-11.39	30	0.42
-70.11	-19.33	57	0.41
125.35	3.7	38	0.5
-95.54	18.83	10	0.42
154.38	48.25	35	0.5
-70.59	-22.95	23	0.43
145.36	16.64	291	0.42
-23.95	-60.97	10	0.48
166.01	55.6	10	0.42
54.69	14.83	10	0.44
158.68	49.31	10	0.41
123.64	-9.24	114	0.42
143.54	21.74	205	0.43
147.13	44.04	87	0.44
-172.66	-19.25	10	0.47
141.97	41.73	46	0.46
-72.42	8.86	124	0.44
152.02	-4.23	10	0.48
-77.13	7.42	46	0.48
151.94	-4.22	10	0.53
123.91	78.96	10	0.43
122.22	24.02	37	0.46
152.55	-5.34	36	0.5
145.75	17.84	189	0.46
77.45	-36.96	10	0.61
-172.71	-19.75	10	0.45
40.92	39.37	10	0.42
-70.14	-19.24	32	0.4
130.48	-6.69	103	0.45
-72.93	6.8	151	0.46
31.1	43.85	10	0.44
44.3	38.52	10	0.45
146.85	-5.42	35	0.45
70.07	29.35	10	0.4
68.8	37.54	10	0.44
-176.6	-24.38	93	0.49
-118.75	38.05	6	0.403
142.56	28.1	24	0.47
127.34	2.41	87	0.49
-172.67	-20.01	10	0.48
-115.23	44.55	14	0.4
-173.18	-19.4	31	0.52
77.57	39.79	42	0.44
-92.48	14.24	45	0.42
-115.16	44.32	13	0.464
-118.75	38.04	7	0.41
-118.76	38.04	9	0.45
139.96	36.21	56	0.51
-118.73	38.05	8	0.52
125.53	2.93	186	0.44
-69.58	-31.48	141	0.48
154.57	-5.76	146	0.44
26.15	35.03	10	0.5
68.76	-5.41	10	0.46
-179.16	-26.41	387	0.46
147.11	-3.15	10	0.43
-176.53	-28.06	10	0.43
-73.87	6.57	44	0.43
142.82	28.04	10	0.52
128.85	-7.29	157	0.41
-74.38	-8.65	156	0.45
141.26	35.61	41	0.44
148.11	-8.64	111	0.45
126.59	5.64	77	0.51
122.12	20.43	149	0.59
-25.72	-58.08	69	0.5
171.81	-23.14	48	0.46
70	36.02	126	0.41
-69.07	-21.11	132	0.44
142.28	41.95	60	0.45
123.65	5.91	543	0.43
146.65	-2.94	10	0.45
-88.54	12.95	69	0.43
144	12.52	10	0.5
147.22	-3.19	10	0.46
146.8	-3.11	10	0.49
-72.89	6.75	159	0.41
121.09	18.97	35	0.43
33.47	-21.5	10	0.45
-178.72	-32.88	7	0.46
141.47	31.59	13	0.4
-179.12	-32.93	82	0.44
37.27	40.94	10	0.42
-24.96	-58.88	10	0.45
126.83	3.49	66	0.43
71.28	36.54	228	0.45
33.7	-46.83	10	0.44
147.45	-5.69	150	0.43
-177.63	-20.14	546	0.42
27.77	35.17	11	0.4
158.16	49.3	37	0.42
68.62	-5.41	10	0.42
96.4	32.62	10	0.41
68.67	-5.34	10	0.53
68.67	-5.43	10	0.42
129.28	-7.18	145	0.46
-177.03	-30.67	10	0.5
-69.58	-18.2	153	0.51
-45.89	24.86	10	0.51
-87.73	13.25	170	0.46
-103.88	-35.87	10	0.5
-67.06	-24.19	174	0.5
-171.16	51.98	54	0.41
-88.19	12.65	82	0.42
71.81	37.32	125	0.43
134.09	-1.84	38	0.46
121.87	24.28	25	0.44
-70.27	-15.65	233	0.43
96.95	2.18	10	0.41
-92.13	13.57	10	0.45
39.65	-7.56	10	0.43
-104.18	-41.68	10	0.46
-72.65	-15.82	90	0.4
-33.81	7.14	10	0.42
-115.09	44.13	10	0.402
-178.19	-32.28	10	0.48
138.98	-2.82	45	0.42
-83.34	10.47	10	0.44
-177.57	-15.78	412	0.54
128.8	-6.03	310	0.43
142.53	28.32	20	0.47
126.65	26.69	104	0.5
87	23.41	10	0.4
125.25	3.52	108	0.43
-93.96	15.57	54	0.41
122.65	24.3	51	0.42
154.28	-4.8	428	0.4
145.12	13.82	114	0.42
128	24.72	10	0.45
73.91	39.79	24	0.46
148.77	-6.31	55	0.47
-177.73	-18.04	605	0.45
-83.34	17.77	10	0.42
128.58	-7.55	141	0.46
-71.83	-31.43	42	0.44
-82.63	4.77	10	0.48
23.2	34.43	10	0.41
-26.99	-56.32	98	0.5
96.26	2.13	10	0.41
-177.41	-19.46	555	0.43
129.9	-6.61	163	0.42
-173.28	-15.31	10	0.52
179.59	-31.64	425	0.5
145.92	-5.64	94	0.42
95.14	29.27	25	0.44
-71.67	-31.48	35	0.45
-111.98	28.03	10	0.43
112.34	-9.34	47	0.49
-66.84	-23.99	218	0.45
157.93	49.15	38	0.52
132.09	32.58	42	0.48
-68.7	-21.15	134	0.41
146.87	-6.04	52	0.41
-71.63	-30.84	35	0.42
-72.98	6.89	152	0.45
-61.13	11.66	20	0.5
161.16	-10.25	61	0.47
-101.12	17.53	35	0.48
-16.15	-43.69	10	0.5
-179.99	-24.45	508	0.44
95.75	2.83	35	0.5
164.19	54.42	10	0.43
-175.4	-21.59	43	0.5
166.98	-13.34	81	0.44
126.26	0.7	10	0.43
-70.55	-24.42	57	0.41
148.26	-1	10	0.44
145.49	18.75	578	0.4
-18.71	67.53	10	0.42
-179.88	51.11	54	0.42
141.99	39.74	55	0.42
126.47	1.47	44	0.48
158.13	-8.97	10	0.43
78.35	-40.09	10	0.47
131.42	-0.85	39	0.41
118.85	-9.76	73	0.41
-71.72	-29.54	45	0.44
161.18	-10.2	60	0.5
-67.38	18.36	123	0.405
126.69	1.66	52	0.45
102.51	-5.28	35	0.49
126.45	1.4	54	0.46
128.1	-6.67	287	0.43
118.75	0.91	54	0.47
-179.49	-25.54	474	0.44
70.99	36.67	243	0.45
126.44	1.4	54	0.59
92.82	26.48	49	0.47
173.22	52.6	38	0.43
-70.12	-20.13	50	0.46
-75.59	-47.63	14	0.44
-71.63	-31.78	23	0.44
-71.61	-31.76	35	0.43
-115.15	44.31	10	0.404
145.94	-6.25	109	0.46
-4.57	81.3	10	0.42
139.49	-2.83	35	0.43
126.88	-6.88	404	0.43
123.61	23.49	10	0.46
151.76	-5.79	60	0.45
-178.49	-17.64	550	0.42
104.96	-6.35	56	0.44
167.4	-15.17	125	0.43
-96.91	-36.35	10	0.49
138.39	-2.9	59	0.44
179.08	-35.41	10	0.43
113.15	-8.56	128	0.49
-179.81	-23.27	534	0.44
123.87	0.02	106	0.42
-92.64	14.18	35	0.44
-179.9	-24.53	506	0.43
-115.27	44.5	10	0.429
156.17	-7.34	60	0.5
-68.88	-20.68	109	0.42
-173.24	-19.49	10	0.53
164.39	-11.03	10	0.49
166.18	54.83	24	0.55
-68.88	-31.21	105	0.49
129.27	28.63	77	0.48
-116.51	33.49	10	0.487
-27.74	-55.91	73	0.51
85.43	32.63	10	0.44
145.91	-5.21	94	0.4
166.45	-12.92	35	0.44
151.84	-5.97	10	0.46
85.55	32.68	10	0.48
-25.27	-58.66	28	0.5
128.45	1.93	64	0.44
-115.15	44.33	15	0.434
-178.46	-17.92	552	0.43
-71.83	-30.56	27	0.47
115.42	-11.21	24	0.45
35.49	35.92	13	0.47
165.46	-10.58	69	0.46
17.21	39.09	10	0.44
-172.85	-19.73	10	0.45
126.54	1.62	35	0.46
-67	-24.04	222	0.4
44.32	38.47	10	0.43
-82.84	3.95	10	0.47
-71.66	-29.05	50	0.48
43.52	38.85	10	0.47
126.18	10.77	35	0.47
144.08	37.9	10	0.44
17.24	39.05	10	0.42
-69.68	-24.22	101	0.42
144.08	40.65	27	0.43
26.23	34.47	10	0.42
-18.74	-0.23	10	0.45
70.44	36.04	122	0.42
126.27	0.4	23	0.43
126.56	11.19	10	0.47
126.63	-6.96	405	0.52
-115.15	44.38	10	0.419
167.25	-12.28	243	0.44
144.77	20.67	111	0.52
-108.28	-8.95	10	0.46
-26.64	-56.01	35	0.51
69.08	-22.73	10	0.44
97.04	26.14	10	0.42
-178.26	-17.64	570	0.41
-178.03	-20.21	570	0.41
-88.37	11.8	49	0.52
125.4	24.86	44	0.47
143.77	40.71	10	0.45
-178.88	-17.57	549	0.44
141.12	35.8	35	0.42
166.74	-12.59	136	0.46
114.68	-9.44	50	0.43
-75.94	5.69	107	0.48
153.16	-4.68	56	0.44
-88.44	-5.64	10	0.48
-70.7	-25.93	70	0.47
125.66	-7.95	35	0.55
-149.54	62.87	73	0.4
147.92	-60.72	10	0.44
149.8	45.46	55	0.41
-179.92	-24.82	400	0.43
-114.2	30.05	10	0.43
-67.2	-24.2	190	0.44
166.11	-10.91	62	0.42
41.03	-13.16	10	0.47
167.09	-12.6	211	0.44
179.9	-24.79	485	0.41
-115.16	44.37	10	0.403
-172.93	-15.67	10	0.46
179.4	-24.12	543	0.44
-70.39	-22.81	34	0.46
-172.56	-16.73	91	0.41
142.49	-6.06	30	0.45
-115.22	44.37	10	0.443
-96.02	16.09	10	0.42
98.92	33.12	10	0.53
-178.44	51.4	51	0.46
142.48	-3.26	58	0.45
-136.15	-54.4	10	0.54
-66.88	-23.98	196	0.42
-28.14	-55.66	10	0.52
-176.41	-21.98	104	0.44
141.81	32.31	10	0.43
-76.77	-45.57	10	0.49
-76.63	-45.59	10	0.52
-76.8	-45.65	10	0.47
-76.52	-45.66	10	0.46
-177	-15.67	409	0.4
119.79	-8.14	175	0.4
149.51	-5.81	121	0.43
-115.17	44.34	6	0.44
140.74	28.89	99	0.43
140.6	26.38	426	0.41
-115.17	44.32	10	0.48
-115.14	44.46	15	0.678
-173.56	-16.64	81	0.48
128.01	24.74	10	0.45
-68.55	-22.01	114	0.42
84.99	-41.56	10	0.46
-72.98	6.69	162	0.42
-69.97	-18	127	0.43
141.09	36.38	36	0.49
169.31	-20.55	40	0.45
127.4	-7.67	173	0.48
125.05	4.32	68	0.46
-62.09	17.19	108	0.43
-178.7	-17.77	584	0.41
60.42	-30.3	10	0.46
121.59	0.67	99	0.43
-101.1	1.72	10	0.45
141.69	33.85	10	0.45
-72.95	6.74	161	0.42
123.81	-9.23	103	0.49
66.16	-13.75	10	0.47
66.15	-13.76	10	0.55
-86.25	10.48	10	0.46
-86.6	11.82	90	0.47
-35.75	-55.15	10	0.44
141.55	24.6	182	0.42
-66.89	17.92	5	0.41
21.49	37.91	14	0.44
123.45	23.99	33	0.53
71.1	36.68	215	0.48
-71.27	-26.97	10	0.49
113	-9.65	49	0.45
-26.3	82.78	10	0.46
142.8	12.22	89	0.45
23.23	35.64	32	0.44
179.85	-32.57	246	0.4
-69.47	-21.44	23	0.44
-77.68	0.29	128	0.52
-166.1	53.56	88	0.47
-60.16	-56.09	10	0.49
-98.43	16.9	35	0.47
143.08	21.7	295	0.42
-80.65	0.37	10	0.44
126.02	6.09	83	0.43
-179.75	-24.16	508	0.42
69.86	36.03	98	0.42
-178.78	-17.68	522	0.42
115.28	-11.05	22	0.42
126.52	23.55	10	0.41
157.6	49.16	10	0.43
128.49	2.8	54	0.42
129.7	-3.12	10	0.43
-91.37	13.63	10	0.46
-41.34	30.85	10	0.47
-41.4	30.61	10	0.46
169.46	-21.39	10	0.56
76.42	32.97	10	0.43
-41.35	31.01	10	0.51
-41.21	31.23	10	0.45
179.97	-24.76	499	0.43
127.76	-4.34	281	0.41
-174.52	-23.91	10	0.51
-73.68	-35.72	26	0.44
-168.05	52.66	10	0.41
-24.57	-58.14	10	0.45
-67.39	-24.32	189	0.42
-138.78	64.61	10	0.42
72.89	41.19	10	0.45
20.58	37.22	10	0.45
-25.14	-58.57	10	0.44
-25.24	-58.63	35	0.49
124.18	24.2	10	0.47
124.13	24.09	10	0.46
158.74	-9.01	518	0.44
-89.09	13.21	73	0.42
144.19	-5.17	98	0.52
124.03	-7.13	591	0.53
95.85	2.48	27	0.4
-67.03	-24.27	178	0.44
128.17	24.73	10	0.43
126.86	2.22	51	0.42
-95.48	2.41	10	0.45
-174.61	-16.73	135	0.43
168.3	-17.78	84	0.58
-73.73	-35.7	11	0.48
120.19	-1.77	10	0.58
-173.87	-21.07	10	0.47
-67.06	-24.1	212	0.43
174.29	-41.73	20	0.43
-74.13	-37.57	20	0.42
115.19	-11.09	26	0.45
126.05	0.84	10	0.43
71.35	36.75	177	0.44
122.32	17.52	18	0.44
113	-9.44	60	0.44
167.29	-15.91	10	0.48
-73.05	6.8	155	0.49
150.17	-1.31	10	0.5
158.78	49.15	10	0.44
-174.27	-20.72	65	0.45
146.92	-6.63	87	0.43
125.53	9.93	81	0.42
-72.05	-32.42	10	0.45
125.31	-0.2	35	0.42
72.42	37.57	194	0.43
142.42	41.93	58	0.49
-27.39	-56.16	101	0.45
162.01	-10.68	76	0.43
115.17	-11.11	10	0.44
126.52	5.65	86	0.4
-179.99	-23.51	580	0.43
127.39	72.1	10	0.43
-179.53	-29.3	376	0.4
143.94	22.93	10	0.45
-178.55	-17.77	607	0.41
-175.42	-18.74	279	0.45
115.26	-11	10	0.45
-27.23	-56.13	104	0.46
-63.16	-28.82	591	0.52
-35.32	53.29	10	0.44
133.61	0.21	10	0.56
76.19	32.71	10	0.44
48.69	31.83	10	0.45
-91.14	14.19	74	0.43
50.53	30.64	10	0.42
57.12	28.24	10	0.53
139.44	-2.84	108	0.45
140.01	27.66	486	0.41
139.05	-3.05	35	0.45
-173.71	-15.24	10	0.44
145.43	18.93	229	0.44
-74.15	-35.32	10	0.46
179.88	-17.59	620	0.42
-93.19	14.77	35	0.47
157.86	49.12	10	0.44
120.03	-4.1	30	0.43
139.11	-2.95	38	0.57
-74.1	-10.08	142	0.41
144.89	22.58	10	0.42
113.59	-9.26	58	0.45
-95.88	-36.73	10	0.48
-26.89	-56.61	78	0.54
139.24	-2.94	35	0.46
101.95	-4.63	35	0.43
123.01	1.37	40	0.42
158.54	49.29	36	0.44
158.49	49.44	10	0.43
125.05	5.58	59	0.61
-104.04	31.71	7	0.5
-73.43	-35.74	10	0.42
104.31	-6.52	10	0.44
70.92	38.78	10	0.44
20.41	37.32	10	0.46
154.35	49.72	147	0.47
127.51	5.37	46	0.48
5.8	35.94	10	0.5
139	-3.05	73	0.48
-11.79	-19.93	10	0.51
143.21	22.71	105	0.54
44.4	38.45	10	0.44
157.84	48.85	10	0.46
-69.2	-19.46	115	0.42
70.42	40.76	10	0.46
-108.65	-8.89	10	0.46
157.92	49.25	10	0.43
71.24	36.44	102	0.41
-12.18	-19.95	10	0.49
-11.93	-19.67	10	0.47
-11.8	-19.85	10	0.47
-12.03	-19.73	10	0.45
157.87	49.33	10	0.44
-178.97	-33.51	35	0.44
-12	-19.57	10	0.47
-101.32	2.3	10	0.46
142.33	38.62	53	0.41
130.1	-5.87	189	0.43
-66.36	-22.49	249	0.43
23.58	34.27	35	0.41
123.26	24.45	66	0.43
158.46	49.31	36	0.42
-177.94	-29.59	75	0.44
160.25	55.89	187	0.5
-81.36	18.72	10	0.4
120.84	-0.95	42	0.42
140.29	30.42	35	0.43
158.13	49.23	36	0.51
-179.5	-24.86	482	0.44
130.48	-4.93	10	0.44
-122.77	38.79	2	0.406
139.06	-4.6	49	0.45
20.56	39.32	10	0.43
148.19	-5.78	145	0.48
85.87	34.51	10	0.43
157.81	49.09	11	0.43
140.79	12.09	42	0.47
158.01	49.23	10	0.45
-73.51	-35.75	10	0.51
-73.51	-35.73	22	0.46
174.17	-41.87	21	0.48
-27.34	-56.2	110	0.47
-69.21	-31.23	118	0.4
158.01	49.05	10	0.41
157.96	49.1	10	0.44
157.69	49.04	10	0.44
158.86	49.23	10	0.45
158.82	49.21	10	0.48
158.73	49.17	10	0.42
158.67	49.33	10	0.45
-122.43	40.32	65	0.545
157.69	48.97	55	0.75
-87.64	13.25	201	0.44
140.91	28.95	89	0.44
128.12	2.84	130	0.47
24.05	34.79	9	0.4
128.28	2.68	138	0.47
132.38	-6.54	10	0.44
87.22	28.61	10	0.4
-178.55	-20.81	601	0.41
-67.09	-23.36	214	0.42
147.73	-6.08	35	0.49
140.24	30.5	35	0.48
-144.3	69.48	10	0.4
-95.26	2.48	10	0.49
70.28	-26.67	10	0.42
122.67	0.9	50	0.4
20.46	39.3	10	0.4
-68.23	-21.26	143	0.46
92.51	7.97	10	0.45
94.68	38.09	10	0.48
145.61	19.14	113	0.43
-68.82	-28.83	83	0.45
147.65	-6.11	66	0.42
122.99	-7.85	232	0.43
-174.7	-23.54	10	0.49
-175.12	51.16	10	0.41
-71.93	-30.57	10	0.5
-178.21	-20.68	445	0.44
162.05	-10.71	86	0.46
169.18	-18.71	229	0.45
-178.69	-20.89	618	0.44
125.91	11.27	35	0.43
-149.21	56.02	10	0.41
-172.75	-19.28	35	0.44
144.49	22.99	10	0.42
93.85	46.2	10	0.42
-92.64	15.04	93	0.42
116.15	-8.34	29	0.43
-70.02	-18.81	72	0.47
118.98	15.84	10	0.44
119.27	15.86	12	0.46
179.69	-25.26	495	0.45
179.71	-25.28	505	0.53
179.69	-25.32	501	0.54
119.02	15.82	10	0.48
115.34	-11.26	17	0.41
-25.9	-55.78	10	0.44
143.19	21.78	290	0.43
-78.99	-44.48	10	0.51
140.6	-1.96	10	0.46
140.78	-2.15	10	0.46
140.78	-2.11	10	0.46
-80.87	18.92	11	0.43
-67.29	-24.27	153	0.47
147.52	-6.19	50	0.47
60.04	-30.72	10	0.46
128.76	26.5	17	0.49
-177.75	51.93	98	0.48
-112.39	-13.7	10	0.46
146.56	-5.69	68	0.44
130.72	-6.21	109	0.47
126.68	6.98	175	0.43
167.44	-14.96	108	0.47
113.31	-9.96	10	0.44
-117.36	35.96	1	0.432
156.92	50.96	85	0.43
143.94	23.04	10	0.44
144.32	23.04	10	0.42
144.14	22.91	10	0.43
144.08	22.9	10	0.48
144.06	22.87	10	0.5
70.87	36.52	213	0.41
-104.95	-4.67	10	0.61
154.22	-6.51	10	0.43
-175.45	-16.8	314	0.5
145.14	13.89	140	0.41
146.51	13.14	10	0.46
-21.19	-0.69	10	0.56
153.75	47.26	55	0.45
81.15	41.72	10	0.51
-80.83	18.94	10	0.46
-124.83	40.43	12	0.478
-173.7	-16.1	30	0.49
125.2	5.13	47	0.45
-177.91	-21.97	375	0.43
-87.8	15.5	10	0.4
123.18	1.34	42	0.41
-178.72	-17.66	571	0.4
146.54	13.15	10	0.4
115.17	-11.02	10	0.49
15.98	45.91	10	0.46
135.63	-3.11	31	0.51
15.97	45.91	10	0.53
121.97	1.34	10	0.51
57.71	-31.94	10	0.41
-64.54	-23.75	10	0.47
50.81	30.24	35	0.42
134.2	-4.55	10	0.42
115.2	-11.17	10	0.44
-74.33	-42.91	24	0.42
155.06	-6.18	116	0.45
141.41	-5.31	10	0.5
152.04	-4.29	10	0.42
25.82	35.6	42	0.41
-98.84	16.13	10	0.4
175.5	-13.26	10	0.49
